subject_id,session_id,task_id,aor,aqi,dummy_trs,dvars_nstd,dvars_std,dvars_vstd,efc,fber,fd_mean,fd_num,fd_perc,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,gcor,gsr_x,gsr_y,size_t,size_x,size_y,size_z,snr,spacing_tr,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_fg_k,summary_fg_mad,summary_fg_mean,summary_fg_median,summary_fg_n,summary_fg_p05,summary_fg_p95,summary_fg_stdv,tsnr
sub01,wave1,rest,0.002480625,0.016456925,2,41.1657360968085,1.3260021282978725,1.0019551225531915,0.516283131843647,3727.458740234375,0.18043097200296243,20,41.666666666666664,2.4809053333333333,2.260284,2.78682,2.395612,0.00504248,-0.02381449192762375,0.039309147745370865,48,84,84,60,5.361545166097928,0.7799999713897705,2.5,2.5,2.5,26.780497816027463,55.99911880493164,219.8804168701172,75.75,264841.0,29.479167938232422,897.0833740234375,414.65185546875,6.304269195028979,610.801025390625,4720.32861328125,4801.39599609375,93709.0,3235.52509765625,5869.45849609375,895.5198974609375,51.4539680480957
sub02,wave1,rest,0.016337,0.03348505,0,41.41026687632653,1.2592273802040816,1.1445844210204081,0.46922848173987664,5193.8349609375,0.42423061734526235,20,40.0,2.698188,2.460508,3.061344,2.572712,0.0236709,-0.02189137227833271,0.039002466946840286,50,84,84,60,4.952114920943286,0.7799999713897705,2.5,2.5,2.5,36.99758251550858,50.764305114746094,198.8594512939453,69.36000061035156,285421.0,27.799999237060547,802.8999633789062,391.2176818847656,5.456546392713079,625.0059204101562,4973.03271484375,5114.2998046875,76687.0,2915.39990234375,6210.075732421874,1032.743896484375,33.40922927856445
